--||--||--||01||IANA Reserved
0||16777215||1210568422||01||
16777216||33554431||1210568422||01||
33554432||50331647||1210568422||01||
83886080||100663295||1210568422||01||
167772160||184549375||1210568422||01||
234881024||251658239||1210568422||01||
385875968||402653183||1210568422||01||
452984832||469762047||1210568422||01||
520093696||536870911||1210568422||01||
603979776||620756991||1210568422||01||
620756992||637534207||1210568422||01||
654311424||671088639||1210568422||01||
704643072||721420287||1210568422||01||
771751936||788529151||1210568422||01||
822083584||838860799||1210568422||01||
838860800||855638015||1210568422||01||
1677721600||1694498815||1210568422||01||
1694498816||1711276031||1210568422||01||
1711276032||1728053247||1210568422||01||
1728053248||1744830463||1210568422||01||
1744830464||1761607679||1210568422||01||
1761607680||1778384895||1210568422||01||
1778384896||1795162111||1210568422||01||
1795162112||1811939327||1210568422||01||
1811939328||1828716543||1210568422||01||
1828716544||1845493759||1210568422||01||
1845493760||1862270975||1210568422||01||
1862270976||1879048191||1210568422||01||
1879048192||1895825407||1210568422||01||
1895825408||1912602623||1210568422||01||
1929379840||1946157055||1210568422||01||
2851995648||2852061183||1210568422||01||
2886729728||2887778303||1210568422||01||
2936012800||2952790015||1210568422||01||
2952790016||2969567231||1210568422||01||
2969567232||2986344447||1210568422||01||
2986344448||3003121663||1210568422||01||
3003121664||3019898879||1210568422||01||
3019898880||3036676095||1210568422||01||
3036676096||3053453311||1210568422||01||
3053453312||3070230527||1210568422||01||
3070230528||3087007743||1210568422||01||
3087007744||3103784959||1210568422||01||
3103784960||3120562175||1210568422||01||
3221159936||3221225471||1210568422||01||
3221225472||3221291007||1210568422||01||
3227017984||3227018239||1210568422||01||
3305111552||3321888767||1210568422||01||
3323068416||3222536191||1210568422||01||
3741319168||3758096383||1210568422||01||
3758096384||3774873599||1210568422||01||
3774873600||3791650815||1210568422||01||
3791650816||3808428031||1210568422||01||
3808428032||3825205247||1210568422||01||
3825205248||3841982463||1210568422||01||
3841982464||3858759679||1210568422||01||
3858759680||3875536895||1210568422||01||
3875536896||3892314111||1210568422||01||
3892314112||3909091327||1210568422||01||
3909091328||3925868543||1210568422||01||
3925868544||3942645759||1210568422||01||
3942645760||3959422975||1210568422||01||
3959422976||3976200191||1210568422||01||
3976200192||3992977407||1210568422||01||
3992977408||4009754623||1210568422||01||
4009754624||4026531839||1210568422||01||
4026531840||4043309055||1210568422||01||
4043309056||4060086271||1210568422||01||
4060086272||4076863487||1210568422||01||
4076863488||4093640703||1210568422||01||
4093640704||4110417919||1210568422||01||
4110417920||4127195135||1210568422||01||
4127195136||4143972351||1210568422||01||
4143972352||4160749567||1210568422||01||
4160749568||4177526783||1210568422||01||
4177526784||4194303999||1210568422||01||
4194304000||4211081215||1210568422||01||
4211081216||4227858431||1210568422||01||
4227858432||4244635647||1210568422||01||
4244635648||4261412863||1210568422||01||
4261412864||4278190079||1210568422||01||
4278190080||4294967295||1210568422||01||
